CustomerID,Name,Gender,Age,Annual Income ($),Profession,Cases,Sessions,Category,Satisfaction,Date,Resolution Time,Resolved
1042,,Male,35,173466,Entertainment,1,3,Divorce,4,2019-12-06,48,Yes
1043,,Female,53,55690,Marketing,2,6,Adoption,4,2019-12-12,18,Yes
1044,,Female,53,104467,,3,5,Custody,5,2019-12-12,54,Yes
1045,,Male,50,106633,Artist,2,2,Custody,5,2019-12-12,7,Yes
1046,,Male,51,100419,Artist,3,0,Divorce,5,2019-12-13,42,Yes
1047,,Male,72,81084,Executive,2,0,Willmaking,5,2019-12-14,7,Yes
587,,Male,33,130186,Artist,3,6,Childcare,3,2020-04-12,26,Yes
1049,,Female,24,62951,Lawyer,3,6,Adoption,5,2019-12-17,41,Yes
1050,,Female,58,117638,Healthcare,1,1,Divorce,4,2019-12-19,34,Yes
1051,,Male,30,118554,Lawyer,1,6,Divorce,5,2019-12-20,10,Yes
1124,,Male,41,125510,Healthcare,3,5,Childcare,4,2020-10-11,19,Yes
1053,,Female,64,159537,Doctor,1,0,Divorce,4,2019-12-21,10,Yes
1054,,Female,24,75561,Healthcare,3,5,Adoption,4,2019-12-24,30,Yes
1055,,Male,34,79526,Marketing,1,3,Divorce,5,2019-12-26,18,Yes
1056,,Male,25,101414,,1,1,Custody,5,2019-12-26,7,Yes
1057,,Female,35,147306,Healthcare,4,3,Divorce,4,2019-12-28,51,Yes
215,,Male,21,172309,Executive,3,4,Childcare,3,2022-02-23,40,Yes
638,,Female,47,146028,Healthcare,3,3,Childcare,4,2019-01-31,7,Yes
1060,,Female,31,111871,Doctor,0,0,Custody,5,2020-01-01,8,Yes
1061,,Male,29,157278,Artist,2,5,Divorce,5,2020-01-03,15,Yes
1062,,Female,30,144916,Engineer,3,1,Divorce,5,2020-01-05,52,Yes
1165,,Female,21,176783,Doctor,0,0,Childcare,3,2022-01-21,20,Yes
1942,,Male,62,59163,Marketing,0,2,Childcare,4,2020-01-08,21,Yes
1065,,Female,54,121267,Engineer,0,1,Adoption,5,2020-01-13,15,Yes
1851,,Female,63,52884,Lawyer,4,3,Childcare,3,2018-06-18,52,Yes
1067,,Female,40,151519,Artist,4,2,Custody,3,2020-01-14,6,Yes
948,,Female,59,4000,Artist,1,6,Childcare,5,2016-04-01,40,Yes
1069,,Female,48,180786,Lawyer,1,2,Divorce,5,2020-01-15,7,Yes
1070,,Female,34,105448,Artist,3,0,Custody,4,2020-01-17,11,Yes
1071,,Male,51,84622,Doctor,3,5,Willmaking,5,2020-01-18,6,Yes
1619,,Female,42,87955,Engineer,1,4,Childcare,5,2022-07-29,29,Yes
1073,,Male,74,99980,Healthcare,4,3,Willmaking,4,2020-01-21,9,Yes
1074,,Male,59,92674,Artist,3,4,Willmaking,4,2020-01-22,8,Yes
35,,Female,40,75831,Healthcare,2,5,Childcare,3,2020-04-19,35,Yes
1076,,Male,62,110889,Executive,1,3,Willmaking,4,2020-01-22,7,Yes
1077,,Female,47,87553,Artist,0,0,Custody,5,2020-01-23,32,Yes
1078,,Male,30,74174,Entertainment,3,5,Divorce,4,2020-01-24,6,Yes
1079,,Female,36,180831,Healthcare,3,0,Adoption,3,2020-01-28,36,Yes
77,,Male,30,73000,Homemaker,3,1,Childcare,4,2016-05-07,11,Yes
1081,,Male,36,139685,Healthcare,3,5,Divorce,4,2020-01-30,28,Yes
1082,,Female,68,137397,Doctor,1,5,Willmaking,5,2020-01-30,7,Yes
1083,,Male,51,96154,Artist,4,2,Divorce,4,2020-01-31,16,Yes
1084,,Female,47,119366,Engineer,2,3,Divorce,5,2020-01-31,46,Yes
1085,,Female,25,182374,Entertainment,1,4,Divorce,4,2020-01-31,35,Yes
521,,Female,63,107359,,4,2,Childcare,3,2018-12-19,13,Yes
1087,,Female,31,53788,Doctor,0,0,Divorce,4,2020-02-04,32,Yes
1088,,Female,26,90341,Doctor,2,5,Custody,4,2020-02-04,14,Yes
1089,,Female,57,118348,Engineer,3,2,Adoption,5,2020-02-05,23,Yes
1090,,Male,51,59954,Executive,4,6,Adoption,3,2020-02-05,6,Yes
1091,,Female,45,112240,Entertainment,4,5,Custody,4,2020-02-05,41,Yes
1092,,Male,31,137428,Artist,2,3,Divorce,5,2020-02-07,51,Yes
1678,,Female,48,128960,Executive,1,1,Childcare,4,2023-01-31,42,No
1094,,Male,26,136265,Artist,2,3,Custody,5,2020-02-11,43,Yes
1095,,Female,63,74869,Healthcare,2,6,Divorce,5,2020-02-11,13,Yes
1096,,Female,74,106982,Entertainment,4,0,Willmaking,4,2020-02-12,14,Yes
1097,,Female,40,98532,Doctor,1,2,Willmaking,3,2020-02-13,14,Yes
1098,,Female,40,120825,Executive,0,0,Adoption,5,2020-02-16,9,Yes
1099,,Female,39,58006,Executive,4,6,Adoption,5,2020-02-16,40,Yes
1100,,Male,42,106941,Artist,3,6,Divorce,4,2020-02-18,51,Yes
1101,,Male,35,129782,Entertainment,0,0,Willmaking,3,2020-02-19,13,Yes
1102,,Female,43,109425,Engineer,0,6,Custody,3,2020-02-20,11,Yes
128,,Male,23,57248,Lawyer,0,2,Childcare,5,2021-04-28,14,Yes
1104,,Male,46,121513,Engineer,1,0,Willmaking,3,2020-02-25,15,Yes
1105,,Female,68,79925,Healthcare,3,5,Willmaking,4,2020-02-26,10,Yes
1106,,Male,44,112089,Healthcare,2,6,Custody,5,2020-02-26,44,Yes
1107,,Female,48,146794,Healthcare,0,4,Adoption,3,2020-02-27,41,Yes
1108,,Female,57,138656,,1,6,Divorce,4,2020-02-27,16,Yes
1109,,Female,34,75033,Engineer,1,0,Divorce,5,2020-02-28,18,Yes
1110,,Female,46,156951,Healthcare,0,1,Willmaking,3,2020-03-04,6,Yes
1111,,Female,38,127172,Healthcare,2,5,Custody,5,2020-03-06,21,Yes
1112,,Male,32,113834,Doctor,1,5,Divorce,4,2020-03-08,41,Yes
1113,,Female,44,149969,Executive,2,6,Custody,5,2020-03-08,11,Yes
1675,,Male,26,178228,Engineer,1,4,Childcare,3,2018-12-13,27,Yes
1115,,Male,50,132005,Entertainment,2,0,Willmaking,4,2020-03-12,14,Yes
1116,,Male,33,154837,Executive,1,3,Divorce,5,2020-03-13,19,Yes
1117,,Female,49,145678,Executive,2,4,Adoption,3,2020-03-14,41,Yes
1118,,Female,48,137354,Artist,1,5,Divorce,4,2020-03-16,7,Yes
1119,,Female,36,136660,Entertainment,4,1,Divorce,5,2020-03-19,14,Yes
970,,Female,44,61000,Entertainment,0,5,Childcare,4,2015-09-07,31,Yes
1121,,Male,58,62893,Executive,3,5,Adoption,3,2020-03-22,27,Yes
1122,,Female,56,171323,Lawyer,1,6,Divorce,5,2020-03-23,20,Yes
943,,Male,34,35000,Executive,1,6,Childcare,4,2015-07-22,44,Yes
264,,Female,26,93000,Healthcare,4,1,Childcare,5,2014-02-03,16,Yes
1125,,Male,40,145934,Marketing,1,4,Divorce,4,2020-03-27,19,Yes
1126,,Male,50,60982,Healthcare,0,3,Custody,4,2020-03-30,12,Yes
1127,,Female,58,119223,Lawyer,1,1,Divorce,4,2020-04-01,40,Yes
1128,,Female,59,51742,Artist,2,1,Adoption,3,2020-04-02,22,Yes
1129,,Male,42,127479,Doctor,4,2,Custody,5,2020-04-03,11,Yes
1130,,Female,31,136146,Artist,0,3,Divorce,4,2020-04-03,20,Yes
1131,,Female,70,76001,Artist,4,0,Willmaking,3,2020-04-05,15,Yes
1132,,Female,30,84885,Healthcare,0,1,Divorce,4,2020-04-08,20,Yes
641,,Female,25,76474,Doctor,2,0,Childcare,4,2019-09-01,45,Yes
1134,,Male,69,51260,Entertainment,1,3,Willmaking,3,2020-04-10,11,Yes
1135,,Female,65,138612,Executive,1,4,Divorce,4,2020-04-11,47,Yes
1136,,Male,27,159572,Healthcare,3,5,Divorce,4,2020-04-11,19,Yes
634,,Female,49,111174,Artist,2,3,Childcare,3,2020-11-03,35,Yes
1138,,Female,42,176954,Artist,0,2,Divorce,4,2020-04-12,34,Yes
1139,,Male,55,158123,Artist,4,0,Custody,4,2020-04-14,42,Yes
1140,,Male,23,85908,Artist,0,5,Adoption,5,2020-04-18,17,Yes
1745,,Female,58,67781,Entertainment,1,2,Childcare,4,2022-09-16,28,Yes
1142,,Female,41,123045,Engineer,1,4,Adoption,4,2020-04-20,6,Yes
1143,,Female,63,81702,Marketing,1,0,Divorce,5,2020-04-21,49,Yes
1144,,Female,35,161211,Lawyer,0,4,Custody,3,2020-04-21,44,Yes
1145,,Female,37,173043,Artist,3,5,Adoption,4,2020-04-22,53,Yes
1908,,Male,65,100939,Healthcare,4,3,Childcare,5,2021-04-06,9,Yes
295,,Male,64,38000,Executive,1,0,Childcare,3,2016-05-03,33,Yes
1148,,Female,38,181355,Artist,4,6,Divorce,4,2020-04-23,20,Yes
1149,,Male,27,126380,Artist,2,5,Adoption,5,2020-04-23,40,Yes
503,,Female,40,9000,Entertainment,0,4,Childcare,3,2014-09-08,37,Yes
1151,,Male,34,146432,Artist,0,3,Divorce,4,2020-04-24,38,Yes
1152,,Female,58,125731,Artist,1,3,Divorce,4,2020-04-30,45,Yes
1551,,Male,33,149900,Artist,1,1,Childcare,3,2019-03-05,12,Yes
1154,,Female,46,116095,Artist,3,4,Custody,3,2020-05-01,40,Yes
1155,,Female,35,172882,Healthcare,1,6,Custody,4,2020-05-01,46,Yes
1156,,Male,51,136417,Healthcare,0,3,Willmaking,4,2020-05-03,15,Yes
1157,,Female,43,135773,Artist,3,0,Divorce,5,2020-05-03,47,Yes
1158,,Male,32,80783,Artist,3,5,Divorce,4,2020-05-04,43,Yes
1159,,Female,45,70119,Artist,2,1,Willmaking,3,2020-05-04,15,Yes
1160,,Female,53,143567,Artist,4,1,Custody,5,2020-05-05,41,Yes
1161,,Male,29,182580,Executive,4,5,Custody,3,2020-05-05,16,Yes
1162,,Male,59,113998,Healthcare,3,0,Willmaking,5,2020-05-07,16,Yes
1163,,Male,63,85908,Entertainment,2,4,Divorce,4,2020-05-08,24,Yes
1164,,Female,52,139806,Entertainment,3,2,Divorce,4,2020-05-10,39,Yes
919,,Female,47,81934,Healthcare,4,2,Childcare,5,2018-06-23,9,Yes
1256,,Male,22,7000,Healthcare,1,1,Childcare,3,2016-02-20,23,Yes
1167,,Female,47,105968,Engineer,1,5,Custody,3,2020-05-15,37,Yes
1168,,Female,69,98444,Entertainment,0,3,Willmaking,4,2020-05-16,17,Yes
1169,,Female,51,125660,Engineer,0,0,Divorce,4,2020-05-16,48,Yes
1170,,Male,38,179503,Artist,4,0,Custody,5,2020-05-17,20,Yes
1171,,Male,28,57265,Entertainment,4,6,Custody,4,2020-05-19,32,Yes
1172,,Female,42,60575,Engineer,2,2,Divorce,4,2020-05-20,49,Yes
1173,,Female,44,121597,Engineer,0,6,Divorce,4,2020-05-21,12,Yes
1174,,Female,50,130597,Artist,3,1,Willmaking,3,2020-05-21,8,Yes
1175,,Female,50,75685,Marketing,1,0,Willmaking,3,2020-05-22,13,Yes
1176,,Female,61,85374,Artist,2,3,Divorce,4,2020-05-22,35,Yes
1177,,Female,38,128642,Marketing,2,2,Divorce,5,2020-05-23,49,Yes
1178,,Male,33,103210,Artist,2,3,Divorce,4,2020-05-23,46,Yes
1179,,Male,75,66308,Executive,4,2,Willmaking,4,2020-05-24,7,Yes
1180,,Male,45,182292,Artist,3,5,Divorce,4,2020-05-26,14,Yes
1181,,Female,53,127833,Artist,2,2,Willmaking,4,2020-05-26,9,Yes
1182,,Female,34,124702,Artist,3,2,Custody,3,2020-05-26,47,Yes
1183,,Male,22,141336,Homemaker,4,5,Adoption,4,2020-05-28,33,Yes
1184,,Male,44,153632,Entertainment,4,2,Willmaking,3,2020-05-29,20,Yes
1185,,Female,33,65520,Lawyer,4,0,Adoption,5,2020-05-31,52,Yes
1186,,Female,32,178866,Artist,3,2,Custody,4,2020-06-02,11,Yes
1187,,Female,49,183643,Artist,4,6,Custody,3,2020-06-02,41,Yes
1188,,Male,61,113306,Executive,3,3,Willmaking,3,2020-06-06,16,Yes
1189,,Male,59,84008,Artist,3,4,Willmaking,4,2020-06-10,14,Yes
1190,,Male,35,85758,Lawyer,4,3,Willmaking,4,2020-06-10,19,Yes
1191,,Female,56,63128,Engineer,1,1,Willmaking,3,2020-06-12,20,Yes
1192,,Male,42,70174,Executive,1,0,Divorce,5,2020-06-14,46,Yes
1193,,Female,46,170133,Engineer,3,5,Willmaking,3,2020-06-15,10,Yes
1194,,Female,56,165978,Artist,1,5,Divorce,4,2020-06-26,29,Yes
1430,,Female,46,91213,Lawyer,2,4,Childcare,4,2021-05-13,20,Yes
1196,,Female,26,147052,,3,1,Custody,5,2020-06-28,50,Yes
1258,,Male,59,100938,Entertainment,3,4,Childcare,5,2020-11-01,22,Yes
1198,,Female,31,153217,Healthcare,0,5,Divorce,5,2020-06-28,52,Yes
1199,,Female,37,132345,Artist,4,0,Divorce,5,2020-06-29,12,Yes
1200,,Female,45,113389,Doctor,3,2,Divorce,4,2020-07-04,13,Yes
1201,,Male,24,111690,Entertainment,4,3,Custody,5,2020-07-10,41,Yes
1202,,Female,24,91549,Artist,4,4,Divorce,5,2020-07-11,13,Yes
1203,,Female,58,184830,Doctor,0,1,Divorce,5,2020-07-11,28,Yes
1204,,Female,65,94629,Marketing,4,2,Willmaking,4,2020-07-13,12,Yes
1205,,Female,24,167558,Artist,2,1,Divorce,5,2020-07-14,7,Yes
1545,,Male,52,182937,Marketing,1,6,Childcare,4,2016-11-11,16,Yes
1207,,Female,73,96207,Artist,4,4,Willmaking,4,2020-07-14,9,Yes
1208,,Male,63,119189,Artist,0,5,Divorce,5,2020-07-14,12,Yes
1209,,Male,54,85339,Doctor,2,1,Adoption,4,2020-07-15,23,Yes
1210,,Female,56,53802,Artist,3,6,Willmaking,5,2020-07-18,12,Yes
1211,,Female,28,103739,Healthcare,2,1,Divorce,5,2020-07-19,26,Yes
1212,,Female,72,111942,Artist,1,0,Willmaking,3,2020-07-22,11,Yes
1213,,Female,48,157003,Engineer,2,4,Custody,5,2020-07-22,6,Yes
1214,,Female,61,117123,Artist,2,2,Divorce,4,2020-07-26,30,Yes
1215,,Female,43,172747,Artist,3,6,Custody,5,2020-07-27,32,Yes
1216,,Female,59,50550,Healthcare,4,4,Divorce,5,2020-07-29,10,Yes
1217,,Male,30,157358,Healthcare,3,4,Adoption,3,2020-07-29,35,Yes
1218,,Female,64,145648,Healthcare,2,5,Willmaking,5,2020-07-30,7,Yes
1219,,Male,58,85737,Executive,2,4,Willmaking,3,2020-07-31,18,Yes
1039,,Male,46,168821,Executive,4,1,Childcare,5,2023-01-27,34,No
1221,,Male,22,166043,Doctor,2,3,Adoption,5,2020-07-31,27,Yes
1222,,Male,35,67768,Doctor,2,4,Willmaking,4,2020-08-01,7,Yes
1223,,Male,28,171353,Doctor,4,1,Divorce,5,2020-08-02,16,Yes
1224,,Female,72,99950,Entertainment,4,0,Willmaking,4,2020-08-04,16,Yes
1225,,Female,57,116971,Executive,2,6,Willmaking,3,2020-08-07,14,Yes
1226,,Female,53,97822,Doctor,3,6,Divorce,4,2020-08-09,39,Yes
1227,,Female,69,83220,Engineer,1,0,Willmaking,4,2020-08-09,15,Yes
705,,Female,64,67000,Artist,4,4,Childcare,5,2014-11-08,47,Yes
194,,Male,64,4000,Artist,3,4,Childcare,4,2015-02-13,8,Yes
1527,,Female,23,35000,Doctor,1,3,Childcare,5,2016-01-22,43,Yes
1231,,Female,33,88720,Artist,4,1,Divorce,4,2020-08-15,8,Yes
1967,,Female,44,109759,Artist,1,1,Childcare,5,2023-02-06,39,No
1233,,Female,42,139447,Artist,3,1,Divorce,4,2020-08-17,25,Yes
1234,,Female,29,59844,Doctor,2,6,Divorce,5,2020-08-21,49,Yes
1235,,Male,54,179269,Entertainment,2,4,Custody,4,2020-08-22,24,Yes
1236,,Female,52,136254,Engineer,1,6,Divorce,4,2020-08-24,15,Yes
1237,,Male,65,174594,Executive,3,5,Divorce,4,2020-08-26,8,Yes
1238,,Female,50,100429,Entertainment,2,1,Divorce,5,2020-08-27,51,Yes
1239,,Female,41,73107,Artist,0,5,Willmaking,4,2020-08-29,8,Yes
1240,,Female,43,98344,Artist,4,6,Divorce,5,2020-08-30,41,Yes
445,,Female,33,64277,Executive,1,2,Childcare,5,2016-10-22,22,Yes
1242,,Male,41,163509,Healthcare,1,0,Adoption,4,2020-08-31,41,Yes
1243,,Male,33,172841,Engineer,3,2,Adoption,3,2020-09-02,9,Yes
1244,,Female,52,95853,Healthcare,2,6,Divorce,4,2020-09-03,43,Yes
924,,Female,53,136467,Healthcare,0,5,Childcare,4,2019-05-07,51,Yes
1246,,Male,51,156411,Artist,3,1,Custody,3,2020-09-05,7,Yes
1247,,Male,30,72889,Homemaker,3,3,Custody,5,2020-09-06,44,Yes
1248,,Female,60,106691,Healthcare,1,4,Divorce,4,2020-09-08,35,Yes
1249,,Male,43,144832,Artist,1,2,Divorce,5,2020-09-11,35,Yes
1250,,Male,45,132297,Entertainment,3,2,Custody,5,2020-09-11,29,Yes
1251,,Female,21,170345,Executive,2,0,Adoption,5,2020-09-14,33,Yes
1252,,Male,46,145528,Healthcare,1,1,Custody,3,2020-09-15,26,Yes
1052,,Male,39,127927,Doctor,4,1,Childcare,5,2021-12-13,38,Yes
1254,,Male,32,157383,Lawyer,2,2,Custody,3,2020-09-16,16,Yes
1255,,Male,32,143987,Healthcare,2,5,Divorce,4,2020-09-18,44,Yes
536,,Male,39,90167,Engineer,2,3,Childcare,5,2018-06-22,45,Yes
1257,,Male,45,104826,Healthcare,2,6,Adoption,5,2020-09-20,46,Yes
907,,Female,63,117203,Healthcare,3,6,Childcare,5,2020-08-14,22,Yes
1259,,Female,40,181471,Healthcare,2,2,Custody,5,2020-09-21,32,Yes
1260,,Male,35,185794,Entertainment,3,0,Custody,4,2020-09-24,48,Yes
1261,,Female,65,152547,Artist,4,2,Divorce,4,2020-09-25,52,Yes
1262,,Male,36,85347,Doctor,1,5,Custody,3,2020-09-25,20,Yes
1263,,Male,61,119780,Healthcare,3,3,Divorce,5,2020-09-28,34,Yes
1264,,Female,42,158596,Artist,1,0,Willmaking,3,2020-10-02,7,Yes
1265,,Female,35,122828,Executive,3,1,Custody,4,2020-10-03,13,Yes
1266,,Female,36,118122,Entertainment,1,1,Custody,5,2020-10-03,22,Yes
1267,,Male,37,107794,Engineer,3,3,Custody,4,2020-10-04,22,Yes
1268,,Male,58,99964,Healthcare,3,4,Adoption,5,2020-10-06,15,Yes
1269,,Male,39,152566,Entertainment,4,4,Custody,4,2020-10-06,35,Yes
1270,,Female,37,91715,Entertainment,4,5,Divorce,5,2020-10-07,53,Yes
1271,,Female,28,70280,Engineer,2,6,Custody,5,2020-10-07,47,Yes
1272,,Female,50,99222,Artist,4,0,Custody,4,2020-10-07,46,Yes
1895,,Female,49,143906,Artist,4,2,Childcare,4,2018-04-15,18,Yes
1274,,Female,73,189630,Executive,3,4,Willmaking,3,2020-10-08,18,Yes
1275,,Female,42,120752,Executive,3,3,Divorce,4,2020-10-08,6,Yes
1093,,Male,65,116204,Engineer,1,2,Childcare,5,2020-09-03,24,Yes
1277,,Female,31,182871,Engineer,4,2,Divorce,5,2020-10-09,16,Yes
1278,,Female,22,102083,Artist,4,0,Adoption,3,2020-10-09,43,Yes
966,,Male,29,184838,,4,5,Childcare,3,2019-03-08,50,Yes
1280,,Male,51,187545,Executive,0,1,Divorce,4,2020-10-11,52,Yes
1281,,Male,32,101799,Engineer,4,6,Divorce,4,2020-10-13,34,Yes
1282,,Male,51,182910,Entertainment,1,0,Custody,3,2020-10-14,43,Yes
1338,,Female,21,171761,Doctor,4,1,Childcare,5,2018-11-01,21,Yes
1284,,Female,26,92914,Artist,0,3,Custody,5,2020-10-16,19,Yes
1285,,Female,61,115438,Artist,3,0,Willmaking,4,2020-10-18,9,Yes
1286,,Female,52,107323,Engineer,0,2,Custody,3,2020-10-18,36,Yes
1287,,Female,38,180341,Healthcare,3,0,Custody,4,2020-10-18,6,Yes
1288,,Female,26,93964,Artist,0,5,Divorce,4,2020-10-18,9,Yes
979,,Female,56,82478,Executive,3,3,Childcare,3,2020-01-28,7,Yes
1290,,Female,52,162465,Engineer,0,5,Custody,4,2020-10-20,53,Yes
1291,,Female,54,68341,Artist,0,5,Custody,4,2020-10-21,34,Yes
1292,,Male,40,163818,Engineer,3,1,Divorce,4,2020-10-24,25,Yes
1293,,Female,45,53832,Entertainment,2,3,Divorce,5,2020-10-26,50,Yes
1294,,Female,45,95365,Artist,0,2,Willmaking,5,2020-10-26,8,Yes
1295,,Female,72,140190,Engineer,3,3,Willmaking,5,2020-10-29,13,Yes
1296,,Male,38,125836,Healthcare,4,3,Adoption,3,2020-10-31,42,Yes
1937,,Female,59,153024,Artist,1,3,Childcare,3,2021-12-31,49,Yes
1298,,Male,38,168670,Artist,2,6,Divorce,5,2020-11-01,26,Yes
1299,,Male,26,131093,Lawyer,1,6,Adoption,5,2020-11-01,41,Yes
737,,Male,58,127438,Engineer,1,6,Childcare,5,2023-02-03,49,No
1301,,Female,49,100621,Healthcare,2,0,Divorce,4,2020-11-03,17,Yes
1302,,Female,53,176885,Entertainment,4,5,Divorce,5,2020-11-03,40,Yes
1303,,Female,40,136316,Executive,1,3,Divorce,4,2020-11-04,51,Yes
1304,,Male,58,116521,Doctor,0,2,Adoption,5,2020-11-04,35,Yes
1305,,Male,60,172039,Lawyer,1,2,Divorce,4,2020-11-07,46,Yes
1306,,Female,40,70844,Entertainment,4,0,Custody,3,2020-11-08,13,Yes
1307,,Male,54,127335,Artist,2,1,Adoption,5,2020-11-10,12,Yes
1308,,Male,35,100964,Marketing,0,0,Divorce,4,2020-11-11,28,Yes
529,,Female,45,151184,Artist,4,3,Childcare,5,2023-01-12,28,Yes
1310,,Male,43,97081,Marketing,2,6,Adoption,3,2020-11-15,45,Yes
1311,,Male,36,92247,Marketing,4,5,Custody,4,2020-11-18,33,Yes
1312,,Male,58,129914,Artist,0,5,Willmaking,3,2020-11-20,19,Yes
1313,,Female,52,94014,Engineer,2,5,Divorce,4,2020-11-20,31,Yes
1314,,Male,43,149103,Healthcare,1,3,Divorce,4,2020-11-21,15,Yes
1315,,Male,42,167705,Healthcare,3,6,Divorce,4,2020-11-23,12,Yes
1316,,Female,55,183548,Entertainment,4,0,Willmaking,5,2020-11-24,17,Yes
988,,Male,65,105302,Doctor,2,4,Childcare,3,2019-04-25,39,Yes
1318,,Female,44,50396,Lawyer,3,6,Adoption,4,2020-11-27,35,Yes
1319,,Male,55,169299,Marketing,0,6,Divorce,5,2020-11-28,17,Yes
1320,,Female,42,63557,Marketing,3,1,Willmaking,5,2020-11-29,15,Yes
1321,,Female,48,118110,Engineer,3,4,Willmaking,4,2020-11-30,11,Yes
1322,,Male,32,55634,Engineer,4,4,Custody,3,2020-11-30,23,Yes
1323,,Female,22,87878,Artist,1,6,Adoption,4,2020-11-30,20,Yes
1324,,Male,39,119097,Healthcare,3,3,Custody,5,2020-12-01,14,Yes
1325,,Male,65,129396,Artist,2,0,Divorce,4,2020-12-05,17,Yes
1326,,Female,43,62628,Entertainment,2,4,Adoption,5,2020-12-06,10,Yes
1327,,Female,63,51700,Healthcare,0,1,Divorce,5,2020-12-06,18,Yes
1686,,Female,65,156016,Artist,2,3,Childcare,4,2018-12-26,13,Yes
1329,,Male,56,93000,Lawyer,1,2,Divorce,4,2020-12-11,36,Yes
631,,Female,34,92366,Healthcare,1,5,Childcare,3,2018-08-13,41,Yes
727,,Female,32,138013,Artist,1,3,Childcare,4,2018-06-05,49,Yes
1332,,Male,57,87764,Engineer,4,4,Divorce,4,2020-12-15,24,Yes
1333,,Female,25,102543,Artist,0,1,Divorce,5,2020-12-16,23,Yes
1334,,Female,39,144148,Doctor,2,3,Custody,4,2020-12-19,41,Yes
1335,,Male,21,139417,Artist,3,3,Adoption,4,2020-12-22,49,Yes
1336,,Male,37,101388,Artist,3,1,Custody,3,2020-12-23,33,Yes
1337,,Female,60,171560,Engineer,4,4,Willmaking,4,2020-12-25,6,Yes
1689,,Female,52,85568,Healthcare,2,5,Childcare,3,2022-09-05,16,Yes
1339,,Male,24,156366,Entertainment,1,6,Custody,3,2020-12-31,14,Yes
1340,,Female,35,102788,Artist,1,4,Divorce,4,2021-01-02,50,Yes
1341,,Female,56,163179,Healthcare,1,2,Adoption,3,2021-01-05,10,Yes
1342,,Female,53,143910,Marketing,1,4,Divorce,4,2021-01-07,28,Yes
1343,,Female,71,106569,Engineer,2,6,Willmaking,4,2021-01-10,13,Yes
711,,Male,49,104582,Healthcare,1,5,Childcare,5,2018-04-19,46,Yes
1345,,Male,29,71318,Healthcare,4,1,Custody,3,2021-01-11,42,Yes
437,,Female,51,9000,Lawyer,2,0,Childcare,5,2015-01-14,37,Yes
1347,,Male,46,54252,Engineer,2,0,Custody,3,2021-01-13,31,Yes
849,,Female,65,123246,Homemaker,1,0,Childcare,5,2021-05-08,36,Yes
1433,,Male,47,168898,Artist,0,3,Childcare,5,2019-08-19,34,Yes
773,,Female,65,78223,Lawyer,4,0,Childcare,3,2017-11-18,51,Yes
1811,,Female,52,156567,Engineer,4,3,Childcare,5,2022-01-27,44,Yes
1352,,Female,37,124550,Marketing,2,2,Adoption,3,2021-01-21,33,Yes
1353,,Male,30,107117,Artist,4,5,Custody,5,2021-01-22,13,Yes
1354,,Male,62,104600,Entertainment,1,2,Divorce,5,2021-01-26,8,Yes
522,,Female,47,186069,Marketing,0,6,Childcare,3,2020-07-14,52,Yes
1356,,Female,47,101948,Artist,4,6,Divorce,4,2021-01-28,36,Yes
111,,Female,51,60000,Healthcare,1,3,Childcare,3,2015-11-26,33,Yes
1358,,Female,40,120899,Marketing,3,1,Adoption,3,2021-01-28,46,Yes
1359,,Male,50,50250,Artist,0,4,Willmaking,4,2021-01-29,6,Yes
1360,,Female,27,167619,Healthcare,4,5,Divorce,4,2021-01-30,11,Yes
1361,,Female,24,181795,Healthcare,1,2,Custody,4,2021-01-30,21,Yes
1362,,Female,59,156839,Artist,4,5,Divorce,4,2021-01-31,44,Yes
1363,,Male,48,93242,Entertainment,1,5,Willmaking,3,2021-01-31,8,Yes
1364,,Female,66,186445,Engineer,4,4,Willmaking,5,2021-01-31,17,Yes
1365,,Female,52,71305,Artist,1,0,Willmaking,5,2021-02-06,7,Yes
1366,,Male,43,85975,Entertainment,3,6,Willmaking,4,2021-02-06,20,Yes
1367,,Female,75,102205,Artist,0,0,Willmaking,5,2021-02-06,7,Yes
1368,,Female,58,52326,Healthcare,3,4,Adoption,5,2021-02-12,48,Yes
1369,,Male,46,188107,Engineer,1,3,Divorce,4,2021-02-14,31,Yes
1370,,Male,37,82992,Entertainment,0,5,Custody,3,2021-02-14,13,Yes
1371,,Female,40,104820,Artist,4,3,Divorce,5,2021-02-16,32,Yes
1372,,Male,22,145520,Homemaker,2,3,Adoption,4,2021-02-16,12,Yes
1373,,Female,51,69025,Entertainment,4,6,Divorce,4,2021-02-18,32,Yes
1374,,Male,24,164976,Entertainment,0,5,Divorce,5,2021-02-19,35,Yes
1375,,Male,44,82333,Marketing,1,0,Divorce,4,2021-02-20,30,Yes
1376,,Female,41,178576,Executive,2,3,Divorce,4,2021-02-22,40,Yes
1377,,Male,30,125016,Entertainment,4,3,Custody,4,2021-02-23,12,Yes
1445,,Male,52,152069,Entertainment,4,2,Childcare,5,2021-04-10,52,Yes
1379,,Male,39,144830,Artist,1,6,Divorce,5,2021-03-01,27,Yes
1380,,Male,63,112146,Entertainment,0,1,Divorce,4,2021-03-01,48,Yes
973,,Female,40,142013,Entertainment,0,3,Childcare,3,2019-06-09,53,Yes
1415,,Female,45,171118,Engineer,3,2,Childcare,4,2021-10-14,38,Yes
